Age,Gender,Relationship,Occasion,Budget,MaxBudget,Gift,Rating,Link,Image Link,Interest
27,Female,For Her,Christmas,4850,3000,EaseMyTrip Digital Gift Card,4.3,https://www.flipkart.com/easemytrip-digital-gift-card/p/itmfe96e07e5acc7?pid=GVOGHVCFXCF2XKUY&lid=LSTGVOGHVCFXCF2XKUY6YRBST&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_24&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGHVCFXCF2XKUY.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/m/8/m/open-anyone-easemytrip-10000-original-imaghvcfqkentrzn.jpeg?q=70,Travel
24,Male,For Him,Christmas,4900,3000,yatra Digital Gift Card,4.3,https://www.flipkart.com/yatra-digital-gift-card/p/itm28f46e530d519?pid=GVOFW8FDCCYUAJP5&lid=LSTGVOFW8FDCCYUAJP5KIASRM&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_28&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW8FDCCYUAJP5.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/z/g/t/open-yatra-2000-original-imafwfspwhdchxdp.jpeg?q=70,Travel
30,Male,Son,Birthday,2956,3000,makemytrip Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-digital-gift-card/p/itmac33d01107638?pid=GVOGGJNHJ4FA7VEF&lid=LSTGVOGGJNHJ4FA7VEFK951UQ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_32&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGGJNHJ4FA7VEF.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/t/f/3/open-anyone-makemytrip-1001-original-imaggjndsnyptjyu.jpeg?q=70,Travel
40,Female,Daughter,Birthday,1920,3000,ITC Hotels Digital Gift Card,4.3,https://www.flipkart.com/itc-hotels-digital-gift-card/p/itm18dcc3081b066?pid=GVOFZKCMMHNAJHXH&lid=LSTGVOFZKCMMHNAJHXHRJDSRL&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_36&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFZKCMMHNAJHXH.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kk5rgy80/e-gift-voucher/h/u/s/open-itc-hotels-1000-original-imafzkchemwjmyhh.jpeg?q=70,Travel
50,Male,Son,Birthday,1960,3000,yatra Digital Gift Card,4.3,https://www.flipkart.com/yatra-digital-gift-card/p/itm81b5e67216d0d?pid=GVOFW8F8ESNHSRKM&lid=LSTGVOFW8F8ESNHSRKMPPDQZT&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_40&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW8F8ESNHSRKM.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/z/g/t/open-yatra-2000-original-imafwfspwhdchxdp.jpeg?q=70,Travel
69,Male,Father,Father's Day,49000,300000,Taj Hotels Hotels Digital Gift Card,4.3,https://www.flipkart.com/taj-hotels-digital-gift-card/p/itmfa67953b7ffbd?pid=GVOFW223CRHGP4TX&lid=LSTGVOFW223CRHGP4TXOLNXZP&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_2&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW223CRHGP4TX.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/z/g/t/open-yatra-2000-original-imafwfspwhdchxdp.jpeg?q=70,Travel
62,Male,Colleague,New year,975,3000,Croma Digital Gift Card,4.3,https://www.flipkart.com/croma-digital-gift-card/p/itm1898661080715?pid=GVOGFVH8XHRG4YGG&lid=LSTGVOGFVH8XHRG4YGGLSJDL0&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_1&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGFVH8XHRG4YGG.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kn4xhu80/e-gift-voucher/w/l/i/open-croma-250-original-imagfvh6s4zghusx.jpeg?q=70,Technology
51,Male,Boss,New year,4750,3000,wakefit Digital Gift Card,4.3,https://www.flipkart.com/wakefit-digital-gift-card/p/itm78794dd362bf7?pid=GVOFZYUCTMEHC44G&lid=LSTGVOFZYUCTMEHC44GZ19KO4&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_17&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZYUCTMEHC44G.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkoc70w0/e-gift-voucher/9/s/x/open-wakefit-500-original-imafzyu5rc4xhdek.jpeg?q=70,Technology
38,Female,Boss,Christmas,1930,3000,homecentre Digital Gift Card,4.3,https://www.flipkart.com/homecentre-digital-gift-card/p/itm95fdc4ea5ae61?pid=GVOGY6XGMFE9RGQD&lid=LSTGVOGY6XGMFE9RGQDGXPGVY&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_21&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGY6XGMFE9RGQD.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkyc9zk0/e-gift-voucher/4/z/s/open-homecentre-500-original-imagy6xaaegq2zfr.jpeg?q=70,Technology
56,Female,Colleague,New year,1463,3000,Croma Digital Gift Card,4.3,https://www.flipkart.com/croma-digital-gift-card/p/itm2504269517a4a?pid=GVOGFVHAV32SHKTY&lid=LSTGVOGFVHAV32SHKTYM7TVCG&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_25&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGFVHAV32SHKTY.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kn4xhu80/e-gift-voucher/w/l/i/open-croma-250-original-imagfvh6s4zghusx.jpeg?q=70,Technology
40,Male,Brother,New year,950,3000,wakefit Digital Gift Card,4.3,https://www.flipkart.com/wakefit-digital-gift-card/p/itmdbbef5c424bb5?pid=GVOFZYU69GTAETHB&lid=LSTGVOFZYU69GTAETHBOJGYSK&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_29&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZYU69GTAETHB.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkoc70w0/e-gift-voucher/9/s/x/open-wakefit-500-original-imafzyu5rc4xhdek.jpeg?q=70,Technology
50,Female,Friend,New year,245,3000,Croma Digital Gift Card,4.3,https://www.flipkart.com/croma-digital-gift-card/p/itm4c9d713220da8?pid=GVOGFVH7FKHNNETZ&lid=LSTGVOGFVH7FKHNNETZJCFNUJ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_33&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGFVH7FKHNNETZ.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kn4xhu80/e-gift-voucher/w/l/i/open-croma-250-original-imagfvh6s4zghusx.jpeg?q=70,Technology
28,Female,Sister,New year,2437,3000,Croma Digital Gift Card,4.3,https://www.flipkart.com/croma-digital-gift-card/p/itm5d506321674f1?pid=GVOGFVHC4TGZHWFJ&lid=LSTGVOGFVHC4TGZHWFJO7D9UE&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_2&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGFVHC4TGZHWFJ.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kn4xhu80/e-gift-voucher/w/l/i/open-croma-250-original-imagfvh6s4zghusx.jpeg?q=70,Technology
46,Male,Brother,Diwali,2325,3000,POLAROID Digital Gift Card,4.3,https://www.flipkart.com/polaroid-digital-gift-card/p/itm2d46ccf4b2ee8?pid=GVOFZS42UE6BTQDT&lid=LSTGVOFZS42UE6BTQDT9UODB3&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_22&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZS42UE6BTQDT.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkfrjww0/e-gift-voucher/s/6/9/open-polaroid-500-original-imafzs3zssvzgbpz.jpeg?q=70,Technology
40,Female,wife,Friendship day,965,3000,homecentre Digital Gift Card,4.3,https://www.flipkart.com/homecentre-digital-gift-card/p/itm348260c9a05ca?pid=GVOGY6XCJNYPBUXW&lid=LSTGVOGY6XCJNYPBUXWRXL4KW&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_26&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGY6XCJNYPBUXW.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkyc9zk0/e-gift-voucher/4/z/s/open-homecentre-500-original-imagy6xaaegq2zfr.jpeg?q=70,Technology
41,Male,Husband,Friendship day,483,3000,homecentre Digital Gift Card,4.3,https://www.flipkart.com/homecentre-digital-gift-card/p/itmcd2bdbdcd60f2?pid=GVOGY6XB4KZ3BGC7&lid=LSTGVOGY6XB4KZ3BGC7ZEFMTU&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_30&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGY6XB4KZ3BGC7.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkyc9zk0/e-gift-voucher/4/z/s/open-homecentre-500-original-imagy6xaaegq2zfr.jpeg?q=70,Technology
58,Female,Mother,Christmas,1000,3000,Urban Ladder Digital Gift Card,4.3,https://www.flipkart.com/urban-ladder-digital-gift-card/p/itm0cc18b6d6161c?pid=GVOGY6ZUEQYGKJ3V&lid=LSTGVOGY6ZUEQYGKJ3VWZDS3F&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_34&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGY6ZUEQYGKJ3V.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkyc9zk0/e-gift-voucher/1/u/r/open-urban-ladder-1000-original-imagy6zu8zcpbxhr.jpeg?q=70,Technology
30,Male,Son,Diwali,4650,3000,POLAROID Digital Gift Card,4.3,https://www.flipkart.com/polaroid-digital-gift-card/p/itmf0604198b4652?pid=GVOFZS43T8VRCEWT&lid=LSTGVOFZS43T8VRCEWTEQ2IUO&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_15&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZS43T8VRCEWT.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkfrjww0/e-gift-voucher/s/6/9/open-polaroid-500-original-imafzs3zssvzgbpz.jpeg?q=70,Technology
60,Female,Mother,Diwali,2413,3000,homecentre Digital Gift Card,4.3,https://www.flipkart.com/homecentre-digital-gift-card/p/itm25a6874c3fa0c?pid=GVOFW2PS9S6M99KR&lid=LSTGVOFW2PS9S6M99KRPOGAOT&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_19&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFW2PS9S6M99KR.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kfoapow0/e-gift-voucher/9/k/r/open-homecentre-2500-original-imafw2z7zb8fdjhs.jpeg?q=70,Technology
33,Female,Daughter,New year,2375,3000,wakefit Digital Gift Card,4.3,https://www.flipkart.com/wakefit-digital-gift-card/p/itmf5029fea318f2?pid=GVOFZYU9SQQEDZHN&lid=LSTGVOFZYU9SQQEDZHNW35BIB&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_23&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZYU9SQQEDZHN.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkoc70w0/e-gift-voucher/9/s/x/open-wakefit-500-original-imafzyu5rc4xhdek.jpeg?q=70,Technology
40,Female,Daughter,Christmas,1000,3000,homecentre Digital Gift Card,4.3,https://www.flipkart.com/homecentre-digital-gift-card/p/itm5c5910a273730?pid=GVOGFGE22TWEHZ9Y&lid=LSTGVOGFGE22TWEHZ9YUAAWDP&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_27&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGFGE22TWEHZ9Y.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kmns7m80/e-gift-voucher/q/w/v/open-homecentre-1000-original-imagfgef3jtjrhfz.jpeg?q=70,Technology
37,Male,Friend,New year,465,3000,POLAROID Digital Gift Card,4.3,https://www.flipkart.com/polaroid-digital-gift-card/p/itm7449bed291f16?pid=GVOFZS3ZZBXD6J9Y&lid=LSTGVOFZS3ZZBXD6J9YY7QY9W&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_31&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZS3ZZBXD6J9Y.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkfrjww0/e-gift-voucher/s/6/9/open-polaroid-500-original-imafzs3zssvzgbpz.jpeg?q=70,Technology
53,Male,Colleague,Friendship day,487,3000,Croma Digital Gift Card,4.3,https://www.flipkart.com/croma-digital-gift-card/p/itm89d4ce95ff403?pid=GVOGFVH8JGFZ7Q7X&lid=LSTGVOGFVH8JGFZ7Q7XSKGO2T&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_35&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGFVH8JGFZ7Q7X.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kn4xhu80/e-gift-voucher/w/l/i/open-croma-250-original-imagfvh6s4zghusx.jpeg?q=70,Technology
60,Male,Father,New year,14250,3000,wakefit Digital Gift Card,4.3,https://www.flipkart.com/wakefit-digital-gift-card/p/itma68d911fc7048?pid=GVOFZYUZGE3KCZAK&lid=LSTGVOFZYUZGE3KCZAK5AGSXM&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_4&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZYUZGE3KCZAK.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkoc70w0/e-gift-voucher/9/s/x/open-wakefit-500-original-imafzyu5rc4xhdek.jpeg?q=70,Technology
64,Female,Mother,New year,9700,3000,pepperfry Digital Gift Card,4.3,https://www.flipkart.com/pepperfry-digital-gift-card/p/itm4a553cfa3ca88?pid=GVOFZKNGVP5QNPXK&lid=LSTGVOFZKNGVP5QNPXKWRTWXQ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_8&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZKNGVP5QNPXK.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/i/z/0/open-anyone-pepperfry-5000-original-imagmmfuz5bunjph.jpeg?q=70,Technology
44,Male,Husband,Diwali,9300,3000,POLAROID Digital Gift Card,4.3,https://www.flipkart.com/polaroid-digital-gift-card/p/itm72734dbd33a90?pid=GVOFZS44B5YYTGVD&lid=LSTGVOFZS44B5YYTGVDVJI7QI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_12&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZS44B5YYTGVD.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkfrjww0/e-gift-voucher/s/6/9/open-polaroid-500-original-imafzs3zssvzgbpz.jpeg?q=70,Technology
45,Female,wife,Diwali,4850,3000,pepperfry Digital Gift Card,4.3,https://www.flipkart.com/pepperfry-digital-gift-card/p/itm541266d687914?pid=GVOFZKMZE3EMHZKR&lid=LSTGVOFZKMZE3EMHZKRPNUXEM&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_16&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOFZKMZE3EMHZKR.SEARCH&ppt=browse&ppn=browse&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/i/z/0/open-anyone-pepperfry-5000-original-imagmmfuz5bunjph.jpeg?q=70,Technology
46,Female,wife,Christmas,2500,3000,Urban Ladder Digital Gift Card,4.3,https://www.flipkart.com/urban-ladder-digital-gift-card/p/itma7ca65d4dc633?pid=GVOGY6ZUDZRZHPMX&lid=LSTGVOGY6ZUDZRZHPMXIIXVSL&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_20&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_6_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_53KNB2TERTAH_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_6_NA_view-all_6&fm=neo%2Fmerchandising&iid=e3e45f87-d1c8-4e94-a974-928a6d8e6e66.GVOGY6ZUDZRZHPMX.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=vic2o723qo0000001683225155761,https://rukminim1.flixcart.com/image/612/612/kkyc9zk0/e-gift-voucher/1/u/r/open-urban-ladder-1000-original-imagy6zu8zcpbxhr.jpeg?q=70,Technology
